Del;Arbetsmoment;Grupp;Rad;Moment/Typ/Sort;Underlag/Variant;Enhet;0;-1;-2;-3;-4;-5;-6;-7;-8;-9
12;12551019;551;19;Montageskena för takfäste inkl kapning (2 fästpkt);;st;0,25;;0,11;;;;;;;
12;12552010;552;10;Bredd t.o.m. 100 mm – olackerad;;m skena;0,14;;;;;;;;;
12;12552011;552;11;Bredd t.o.m. 400 mm – olackerad;;m skena;0,17;;;;;;;;;
12;12552012;552;12;Interiörlackerad t.o.m. 100 mm;;m skena;0,17;;;;;;;;;
12;12552013;552;13;Interiörlackerad t.o.m. 400 mm;;m skena;0,21;;;;;;;;;
12;12553011;553;11;Kapa pendel;;pendel;0,03;;;;;;;;;
12;12553012;553;12;Skarva pendel (4 skruv);;skarv;0,11;;;;;;;;;
12;12553013;553;13;Rörskarv;;skarv;0,05;;;;;;;;;
12;12553014;553;14;Montera pendelstag;;stag;0,11;;;;;;;;;
12;12553015;553;15;Urtag i lock för kabelgenomföring;;urtag;0,05;;;;;;;;;
12;12553016;553;16;Fästplåt/bottenplatta/hållare för dosa/armatur på ränna/skena;;st;0,04;;;;;;;;;
12;12553017;553;17;Kassett/tvärskena/ränna – montera;;kassett;0,04;;;;;;;;;
12;12553018;553;18;Avskiljningsplåt i skena/ränna inkl stödband/mellanstycke/kapning;;m;0,05;;;;;;;;;
12;12553019;553;19;Underläggsplatta (förstärkning);;st;0,05;;;;;;;;;
12;12553020;553;20;Färgmärkning ränna/armaturskena;;st;0,02;;;;;;;;;
12;12553021;553;21;Montering armaturhållare;;st;0,03;;;;;;;;;
12;12553022;553;22;Potentialutjämning (4 skruv/popnit) – fig. 4;;skarv;0,11;;;;;;;;;
12;12560010;560;10;Stolpe t.o.m. 4,5 m;;stolpe;0,48;;;;;;;;;
12;12560011;560;11;Stolpe t.o.m. 6,0 m;;stolpe;0,65;;;;;;;;;
12;12560012;560;12;Stolpe t.o.m. 8,0 m;;stolpe;0,86;;;;;;;;;
12;12560013;560;13;Tillägg: resning med påmonterad armatur;;armatur;0,11;;;;;;;;;
12;12560014;560;14;Tillägg: påmonterad lys-/LED-rörsarmatur inkl riktning;;armatur;0,16;;;;;;;;;
12;12560015;560;15;Montera+ansluta stolpinsats inkl ev. driftdon (t.o.m. 10 mm²);;insats;0,73;;;;;;;;;
12;12575010;575;10;Betong – hållängd ≤10 cm;;hål;0,04;0,08;0,16;;;;;;;
12;12575011;575;11;Betong – hållängd ≤15 cm;;hål;0,06;0,12;0,22;;;;;;;
12;12575012;575;12;Betong – hållängd ≤20 cm;;hål;0,08;0,15;0,3;;;;;;;
12;12575013;575;13;Betong – tillkommande 5 cm;;påbörjad 5 cm;0,02;0,04;0,07;;;;;;;
12;12576010;576;10;Elementbetong – hållängd ≤10 cm;;hål;0,06;0,13;0,26;;;;;;;
12;12576011;576;11;Elementbetong – hållängd ≤15 cm;;hål;0,08;0,19;0,39;;;;;;;
12;12576012;576;12;Elementbetong – hållängd ≤20 cm;;hål;0,11;0,25;0,52;;;;;;;
12;12576013;576;13;Elementbetong – tillkommande 5 cm;;påbörjad 5 cm;0,03;0,06;0,13;;;;;;;
12;12578020;578;20;Lättbetong – hållängd ≤7 cm;;hål;0,02;0,03;0,12;0,17;;;;;;
12;12578021;578;21;Lättbetong – hållängd ≤30 cm;;hål;0,03;0,06;0,18;0,25;;;;;;
12;12579020;579;20;Tegel – hållängd ≤15 cm;;hål;0,04;0,06;0,14;0,21;;;;;;
12;12579021;579;21;Tegel – hållängd ≤30 cm;;hål;0,06;0,09;0,17;0,27;;;;;;
12;12579022;579;22;Tegel – hållängd ≤45 cm;;hål;0,08;0,13;0,19;0,33;;;;;;
12;12579023;579;23;Tegel – tillkommande 10 cm;;hål;0,02;0,03;0,06;0,1;;;;;;
12;12580010;580;10;Trä – hållängd ≤5 cm;;hål;0,02;0,03;;;;;;;;
12;12580011;580;11;Trä – hållängd ≤12 cm;;hål;0,03;0,06;;;;;;;;
12;12580012;580;12;Trä – hållängd ≤20 cm;;hål;0,05;0,09;;;;;;;;
12;12580013;580;13;Trä – hållängd ≤30 cm;;hål;0,06;0,12;;;;;;;;
12;12581010;581;10;Trossbotten – hållängd ≤30 cm;;hål;0,07;0,14;;;;;;;;
12;12581011;581;11;Trossbotten – hållängd ≤50 cm;;hål;0,11;0,19;;;;;;;;
12;12582010;582;10;Håltagning för brandlarmskabel i lättbetongtak över bärbalkar;;hål;0,08;;;;;;;;;
12;12582012;582;12;Håltagning i ställverksgolv t.o.m. Ø100×50 mm (dosborr/hålsåg);;hål;0,11;;;;;;;;;
12;12583010;583;10;Stål t.o.m. 2 mm godstjocklek;;hål;0,02;0,03;0,05;;;;;;;
12;12583011;583;11;Stål t.o.m. 5 mm godstjocklek;;hål;0,03;0,04;0,05;;;;;;;
12;12583012;583;12;Stål t.o.m. 10 mm godstjocklek;;hål;0,05;0,06;0,07;;;;;;;
12;12583013;583;13;Stål t.o.m. 15 mm godstjocklek;;hål;0,09;0,09;;;;;;;;
12;12583018;583;18;Hål i stål t.o.m. Ø50 mm med hålstans (inkl förborrning, stål ≤2 mm);;hål;0,07;;;;;;;;;
12;12583020;583;20;Montera gummibussning i plåthål;;bussning;0,02;;;;;;;;;
12;12583022;583;22;Montera Molly-bult utan anspänningsverktyg / Platti-plugg / Spring-Toggler;;bult;0,01;;;;;;;;;
12;12583030;583;30;Hål i stål Ø21–40 mm (stål ≤3 mm / plast ≤6 mm) – stegborr/konisk/hålsåg;;hål;0,08;;;;;;;;;
12;12583031;583;31;Hål i stål Ø41–75 mm (stål ≤3 mm / plast ≤6 mm) – stegborr/konisk/hålsåg;;hål;0,17;;;;;;;;;
12;12583034;583;34;Rektangulärt hål i stål ≤3 mm, största mått 75–125 mm (förborrning+sticksåg);;hål;0,29;;;;;;;;;
12;12583036;583;36;Rektangulärt hål i plast, största mått 75–125 mm;;hål;0,18;;;;;;;;;
12;12583038;583;38;Rektangulärt hål i stål ≤3 mm, största mått >125–200 mm;;hål;0,44;;;;;;;;;
12;12583039;583;39;Rektangulärt hål i plast, största mått >125–200 mm;;hål;0,19;;;;;;;;;
12;12584010;584;10;"Gängning t.o.m. M8 / W 5/16""";;hål;0,02;;;;;;;;;
12;12585010;585;10;Inner- eller yttergänga;;gängning;0,03;;;;;;;;;
12;12998010;998;10;Tillägg vid uppläggning av stege/trådstege/ränna/armaturskena/montageskena/svagströmsränna;;m;0,04;0,03;;;;;;;;
12;12998011;998;11;Tillägg vid montering av bärbygel på lina för trådstege;;m trådstege;0,04;0,03;;;;;;;;
12;12998015;998;15;Tillägg för änd-/bärfäste e.d. vid utdragning av bärlina;;stödpunkt;0,09;0,06;;;;;;;;
12;12998016;998;16;Tillägg vid håltagning/konsol-/pendeluppsättning e.d.;;arbetsställe;0,09;0,06;;;;;;;;
13;13504010;504;10;Ellist/fästlist med eller utan lock på vägg/tak inkl. kapning;;m;0,08;;;;;;;;;
13;13506010;506;10;Minikanal – plast;;m;0,15;;;;;;;;;
13;13506011;506;11;Minikanal – trä/metall;;m;0,17;;;;;;;;;
13;13506012;506;12;Avgreningsdosa inkl. demont./mont. av lock samt urtag;;st;0,11;;;;;;;;;
13;13508010;508;10;Kanal – plast;;m;0,16;0,26;0,36;;;;;;;
13;13508011;508;11;Kanal – metall/trä;;m;0,18;0,28;0,38;;;;;;;
13;13510010;510;10;Fönsterbänkskanal – plast;;m;0,16;0,31;0,39;;;;;;;
13;13510011;510;11;Fönsterbänkskanal – metall;;m;0,18;0,33;0,41;;;;;;;
13;13514010;514;10;Front/lock för tillkommande fack inkl. kapning;;m;0,05;;;;;;;;;
13;13514011;514;11;Kabelhylla/mellanvägg inkl. kapning;;m;0,04;;;;;;;;;
13;13514012;514;12;Montering av väggkonsol;;konsol;0,11;;;;;;;;;
13;13514013;514;13;Mellanlägg för väggkonsol;;konsol;0,02;;;;;;;;;
13;13514014;514;14;Tak-/väggram/ändstycke – snäppfastsatta;;st;0,05;;;;;;;;;
13;13514015;514;15;Montera ljudtätning vid väggenomföring;;kanalgenomföring;0,15;;;;;;;;;
13;13514016;514;16;Montage/anslutning av separat potentialutjämning/jordningsbleck;;st;0,05;;;;;;;;;
13;13514017;514;17;Avvinkla kanal med färdig detalj inkl. front;;avvinkling;0,18;;;;;;;;;
13;13514018;514;18;Avvinkla kanal inkl. lock med gersågning;;avvinkling;0,25;;;;;;;;;
13;13514019;514;19;Ventilationsgaller inkl. kapning, skarv och hållare – montage;;m;0,05;;;;;;;;;
13;13514020;514;20;Konvektorskärm inkl. konsolsats – montage;;st;0,11;;;;;;;;;
13;13514021;514;21;Borttaga skyddsfilm på kanal/lock;;m;0,02;;;;;;;;;
13;13514022;514;22;Demont. och mont. av lock vid komplettering i bef. kanal;;m;0,05;;;;;;;;;
13;13514023;514;23;Buntbandsfäste;;st;0,03;;;;;;;;;
13;13514024;514;24;Kapning av kanal när kapmaskin ej tillhandahålls;;kapning;0,07;;;;;;;;;
13;13514025;514;25;Kapning av lock när kapmaskin ej tillhandahålls;;kapning;0,04;;;;;;;;;
13;13514030;514;30;Installationsbox exkl. inkoppling;;box;0,15;;;;;;;;;
13;13514031;514;31;Avgreningsenhet/avgreningsdosa;;st;0,11;;;;;;;;;
13;13514032;514;32;Tak-/väggram/ändstycke – skruvfastsatt;;st;0,11;;;;;;;;;
13;13518010;518;10;Tomdosa i kanal;;st;0,04;;;;;;;;;
13;13518011;518;11;Apparatdosa inkl. montering och anslutning av vägguttag;;st;0,27;;;;;;;;;
13;13518012;518;12;Snabbkopplingsuttag ”Masteruttag” med kabelanslutning – montage;;uttag;0,17;;;;;;;;;
13;13518013;518;13;Vägguttag med snabbkoppling inkl. ijackning och uppordning av kablage – montage;;uttag;0,13;;;;;;;;;
13;13518014;518;14;Slavuttag på befintligt snabbkopplingsuttag – montage;;uttag;0,07;;;;;;;;;
13;13518015;518;15;Tillägg för uppskalning och dragavlastning vid anslutning av väggapparat i dosa;;apparat;0,09;;;;;;;;;
13;13526010;526;10;Kabelhållare – 1 fästpunkt;;hållare;0,03;;;;;;;;;
13;13526011;526;11;Underlist t.o.m. 1 m;;m;0,14;;;;;;;;;
13;13526012;526;12;Underlist – del över 1 m;;m;0,08;;;;;;;;;
13;13526013;526;13;Bottenplatta för kopplingsdosa – 2 fästpunkter;;platta;0,06;;;;;;;;;
13;13526014;526;14;Sockeldosa (bottenplatta + kåpa) – 2 fästpunkter;;dosa;0,07;;;;;;;;;
13;13526015;526;15;Tillkommande fästpunkt;;skruv;0,02;;;;;;;;;
13;13528010;528;10;Fästa kabelhållare på underlist;;hållare;0,01;;;;;;;;;
13;13528011;528;11;Fästa täcklist på hållare/underlist/klemmiklammer;;m;0,05;;;;;;;;;
13;13528013;528;13;Kapa med bågfil när kapsax ej tillhandahålles;;kapning;0,02;;;;;;;;;
13;13999010;999;10;Tillägg vid montering av list- och kanalsystem;;arbetsställe;0,09;0,06;;;;;;;;
14;14500010;500;10;Förläggning flexibel kanalskena 3-/5-ledare t.o.m. 2,5 mm²;;m;0,05;0,09;0,03;;;;;;;
14;14501010;501;10;Montering av inmatningslåda;;låda;0,26;0,16;;;;;;;;
14;14501011;501;11;Montering av ändavslutning;;ände;0,07;;;;;;;;;
14;14501012;501;12;Fixering av inmatningslåda/uttag (inkl. ev. fästen);;inmatningslåda/uttag;0,05;;;;;;;;;
14;14530010;530;10;Skenelement enkelsidig / 1-krets;;m skena;0,09;;;;;;;;;
14;14530012;530;12;Skenelement dubbelsidig / 2-krets;;m skena;0,11;;;;;;;;;
14;14540010;540;10;Vajerpendel komplett – montering;;st;0,33;0,26;;;;;;;;
14;14540011;540;11;Rörpendel komplett – montering;;st;0,31;0,23;;;;;;;;
14;14540012;540;12;Universalfäste (1 skruv) – montering;;st;0,11;0,04;;;;;;;;
14;14540013;540;13;Kapa pendel;;st;0,03;;;;;;;;;
14;14540014;540;14;Skarva pendel / rörskarv;;st;0,05;;;;;;;;;
14;14540015;540;15;Takfäste för trapetsplåt;;st;0,1;;;;;;;;;
14;14550010;550;10;Fästa inmatningslåda + montera skarvdon till strömskena;;låda;0,11;;;;;;;;;
14;14550012;550;12;Byte av uttagstätning;;st;0,05;;;;;;;;;
14;14550013;550;13;Kapa skena;;st;0,09;;;;;;;;;
14;14550014;550;14;Ändavslutning – montering;;st;0,03;;;;;;;;;
14;14551010;551;10;Ijackning av stickpropp i uttag inkl. uppordning av sladd;;ijackn.;0,03;0,02;;;;;;;;
14;14551011;551;11;Montering av förgreningsdon inkl. 1–4 ijackningar + kablageuppordning;;förgreningsdon;0,15;0,09;;;;;;;;
14;14551012;551;12;Montering av stickpropp 2-pol + PE eller stick-/hylskontakt;;kontakt;0,09;0,06;;;;;;;;
14;14551013;551;13;Montering av stickpropp för belysningsstyrning – enkel;;kontakt;0,13;0,08;;;;;;;;
14;14551014;551;14;Montering av stickpropp för belysningsstyrning – dubbel/trapp;;kontakt;0,17;0,1;;;;;;;;
14;14551015;551;15;Fasväxling i stickpropp;;stickpropp;0,02;;;;;;;;;
14;14551016;551;16;Montering av separat låsdel för sladdställ;;låsdel;0,01;0,01;;;;;;;;
14;14600010;600;10;Uppläggning skenelement – horisontalt/vertikalt;;m skena;0,06;0,11;0,31;;;;;;;
14;14600011;600;11;Tillägg – skenelement med påmonterad låda;;enhet;;0,1;0,12;;;;;;;
14;14600012;600;12;Tillägg – vinkel-/kors-/T-element;;element;;0,11;0,29;;;;;;;
14;14610010;610;10;El-skarv med skruvförband;;skarv;0,26;0,42;0,8;;;;;;;
14;14610011;610;11;El-skarv med skarvblock;;skarv;0,21;0,34;0,64;;;;;;;
14;14620010;620;10;Täta kapslingsskarv (Canalis KU) – tätningsmassa + 4 byglar, IP54;;skarv;0,3;;;;;;;;;
14;14630010;630;10;Fastsätta ändavslutning;;ändavslutning;0,11;0,13;0,13;;;;;;;
14;14630011;630;11;Fästa inmatningslåda + montera skarvdon till strömskenor;;låda;0,11;0,16;0,25;;;;;;;
14;14630012;630;12;Montera uttagslåda;;låda;0,04;0,09;0,57;;;;;;;
14;14640010;640;10;Fästanordning med två pendeljärn;;fästanordn.;0,54;0,29;;;;;;;;
14;14640012;640;12;Fästanordning med en pendel + universalfäste;;fästanordn.;0,31;0,18;;;;;;;;
14;14640014;640;14;Fästanordning direkt på underlag;;fästanordn.;0,25;0,08;;;;;;;;
14;14998010;998;10;Tillägg vid uppläggning av skenelement;;m skena;0,04;0,03;;;;;;;;
14;14998011;998;11;Tillägg vid montering av konsol/fästanordning etc.;;arbetsställe;0,09;0,06;;;;;;;;
15;15500010;500;10;Uppställa/inpassa/avväga enhet – vikt över 5 t.o.m. 50 kg;;enhet;0,18;;;;;;;;;
15;15500012;500;12;Uppställa/inpassa/avväga enhet – vikt över 50 t.o.m. 100 kg;;enhet;0,41;;;;;;;;;
15;15500014;500;14;Uppställa/inpassa/avväga enhet – vikt över 100 t.o.m. 200 kg;;enhet;1,04;;;;;;;;;
15;15500016;500;16;Uppställa/inpassa/avväga enhet – vikt över 200 t.o.m. 400 kg;;enhet;1,67;;;;;;;;;
15;15500018;500;18;Uppställa/inpassa/avväga enhet – vikt över 400 t.o.m. 600 kg;;enhet;2,31;;;;;;;;;
15;15500020;500;20;Uppställa/inpassa/avväga enhet – vikt över 600 t.o.m. 800 kg;;enhet;2,93;;;;;;;;;
15;15505010;505;10;Fästa enhet med t.o.m. 4 skruv/bult – oavsett underlag;;enhet;0,31;;;;;;;;;
15;15510010;510;10;Hopmontera och upprikta 2 enheter;;hopmont.;0,41;0,5;;;;;;;;
15;15510012;510;12;Tillkommande skruv/bult över 12;;bult;0,04;;;;;;;;;
15;15520010;520;10;Skarva, påsticka eller ansluta skena t.o.m. 4 bult;;förband;0,27;0,37;0,42;0,52;0,62;;;;;
15;15520012;520;12;Tillkommande bult över 4;;bult;0,05;0,07;0,11;0,11;0,11;;;;;
15;15520014;520;14;Montera separat levererad skena i skenhållare;;hållare;0,11;0,12;0,2;0,25;0,33;;;;;
20;20501010;501;10;Teleapparat t.o.m. 4 inkopplingar inkl. jack/kopplingsplint;;apparat;0,12;;;;;;;;;
20;20501011;501;11;Teleapparat utvändig ≤1 kg inkl. jack/kopplingsplint;;apparat;0,19;;;;;;;;;
20;20501012;501;12;Teleapparat utvändig >1–5 kg inkl. jack/kopplingsplint;;apparat;0,26;;;;;;;;;
20;20501013;501;13;Teleapparat utvändig >5–25 kg inkl. jack/kopplingsplint;;apparat;0,45;;;;;;;;;
20;20505010;505;10;Karmkontakter på trä/färdigborrat, t.o.m. 4 inkopplingar;;sats;0,25;;;;;;;;;
20;20505015;505;15;Karmkontakter inkl. infällning i trä, t.o.m. 4 inkopplingar;;sats;0,47;;;;;;;;;
20;20507010;507;10;Signalhorn/sirén ≤5 kg, 4 fästskruv, t.o.m. 4 inkopplingar;;apparat;0,23;;;;;;;;;
20;20507015;507;15;Signalhorn/sirén >5–25 kg;;apparat;0,3;;;;;;;;;
20;20509010;509;10;Propp/hylsa t.o.m. 4 inkopplingar med lödning;;propp/hylsa;0,09;;;;;;;;;
20;20509012;509;12;Propp/hylsa t.o.m. 12 inkopplingar skruv/lödning;;propp/hylsa;0,2;;;;;;;;;
20;20509014;509;14;Ijacka propp/hylsa;;propp/hylsa;0,02;;;;;;;;;
20;20512010;512;10;Transformator/likriktare/agg 15–500 VA;;apparat;0,45;;;;;;;;;
20;20512011;512;11;D:o >500–2000 VA;;apparat;0,6;;;;;;;;;
20;20512013;512;13;D:o >2000–5000 VA;;apparat;1,31;;;;;;;;;
20;20512015;512;15;Stickproppsanslutet ≤24 VA;;apparat;0,21;;;;;;;;;
20;20512017;512;17;Batterieliminator, inkoppla + ijacka i uttag;;apparat;0,04;;;;;;;;;
20;20512025;512;25;Uppställa/inpassa batteri på golv;5–25 kg;batteri;0,2;0,25;0,43;;;;;;;
20;20512026;512;26;Uppställa/inpassa batteri på hylla ≤1,5 m;5–25/50/100 kg;batteri;0,23;0,37;0,62;;;;;;;
20;20512030;512;30;Hopmontera batteriprovare;;batt.provare;0,03;;;;;;;;;
20;20512031;512;31;Fästa hållare för batteriprovare;;hållare;0,1;;;;;;;;;
20;20512032;512;32;Fästa jordklämma på vattenledningsrör;;klämma;0,06;;;;;;;;;
20;20512035;512;35;Montera huv och finsäkring;;sats;0,03;;;;;;;;;
20;20512036;512;36;Montera batteri ≤5 kg;;batteri;0,04;;;;;;;;;
20;20513010;513;10;Utv. kopplingsbox snäpplock, 1 fästskruv;;box;0,07;;;;;;;;;
20;20513015;513;15;Utv. kopplingsbox snäpplock, 2 fästskruv;;box;0,1;;;;;;;;;
20;20513020;513;20;Utv. kopplingsbox snäpplock, 4 fästskruv;;box;0,15;;;;;;;;;
20;20515010;515;10;Utv. kopplingsbox lock 1 skruv;;box;0,09;;;;;;;;;
20;20515015;515;15;Utv. kopplingsbox lock 2 skruv;;box;0,11;;;;;;;;;
20;20515020;515;20;Utv. kopplingsbox lock 4 skruv;;box;0,16;;;;;;;;;
20;20517010;517;10;Täcklock (montering);;lock;0,01;;;;;;;;;
20;20517015;517;15;Monteringsram (montering);;ram;0,02;;;;;;;;;
20;20519010;519;10;Apparatram med 2 skruv;;ram;0,1;;;;;;;;;
20;20519015;519;15;Apparatram med 4 skruv;;ram;0,14;;;;;;;;;
20;20522010;522;10;Hopmontera grundstativ NBF11003 el. likn (exkl. fastsättning);;stativ;0,59;;;;;;;;;
20;20522011;522;11;Fästa stativ med expander/fransk skruv;;stativ;0,59;;;;;;;;;
20;20522012;522;12;Fästa stativ golv + övre i kabelstege;;stativ;0,43;;;;;;;;;
20;20522015;522;15;Montera sats för kopplingsplintar NBH10202 el. likn;;sats;0,09;;;;;;;;;
20;20522020;522;20;Montera sats för apparater NBH10402 el. likn;;sats;0,17;;;;;;;;;
20;20522025;522;25;Montera sats NBH10303 för plintpaket RNT702 Mini-KK;;sats;0,36;;;;;;;;;
20;20522030;522;30;Montera trådledare 675075;;trådledare;0,03;;;;;;;;;
20;20522035;522;35;Montera reläskena 447047/3 inkl. tillbehör;;sats;0,15;;;;;;;;;
20;20522040;522;40;Montera skyddshuv 312198 på NBH10201;;huv;0,01;;;;;;;;;
20;20522045;522;45;Montera skena NBH10401 / ram NBH10201 (2 skruv+mutters);;skena/ram;0,09;;;;;;;;;
20;20522050;522;50;Montera skena/ram + kabelstöd;;skena/ram/stöd;0,07;;;;;;;;;
20;20522055;522;55;Montera plinthållare NBH70203 (2 skruv);;hållare;0,03;;;;;;;;;
20;20524010;524;10;Montera separat plinthållare på ram/box;;hållare;0,03;;;;;;;;;
20;20524015;524;15;Montera kopplingsplint snäppfast;;plint;0,02;;;;;;;;;
20;20524016;524;16;Montera kopplingsplint skruvfast;;plint;0,03;;;;;;;;;
20;20524020;524;20;Hopmontera/uppsätta komplett hylsdon RNT702 i Mini-KK;;hylsdon;0,04;;;;;;;;;
20;20524025;524;25;Märka + montera signeringsskylt;;skylt;0,03;;;;;;;;;
20;20524030;524;30;Påsätta tillsatsklämma på plinthållare;;klämma;0,01;;;;;;;;;
20;20526010;526;10;Plastmantlad tele/elektronik/koax m enkel fläta ≤Ø13 mm;uppskal t.o.m. 40/100 cm;kabelände;0,05;;0,07;0,05;;;;;;
20;20528010;528;10;Uppfläta+tvinna koppartrådsfläta till ledare ≤20 cm;;skärm;0,05;;;;;;;;;
20;20530010;530;10;Inkoppling i stativ/teleapparat: t.o.m. 1 mm²;Skruv/Slitsplint/Lödning;ink;0,01;0,01;0,02;;;;;;;
20;20532010;532;10;Dra korskopplingstråd;;m;0,02;;;;;;;;;
20;20534010;534;10;Rakskarv EKU t.o.m. 4 ledare;;skarv;0,05;;;;;;;;;
20;20534030;534;30;Rakskarv övrig telekabel;antal ledare 4/5–10/11–20/21–40/41–60/100/200;skarv;0,27;0,39;0,53;0,89;1,22;1,94;3,48;;;
20;20534035;534;35;Rakskarv övrig tele utomhus;antal ledare 4/5–10/11–20/21–40/41–60/100/200;skarv;0,4;0,58;0,79;1,34;1,83;2,92;5,22;;;
20;20534060;534;60;Tillägg gjutharts-skarvbox;antal ledare 4/5–10/11–20/21–40/41–60/100/200;skarv;0,17;0,17;0,17;0,14;0,14;0,06;0,06;;;
20;20534065;534;65;Tillägg gjutharts-skarvbox utomhus;antal ledare 4/…;skarv;0,25;0,25;0,25;0,21;0,21;0,1;0,1;;;
20;20540010;540;10;Huvudur t.o.m. 8 inkopplingar;;huvudur;0,43;;;;;;;;;
20;20540015;540;15;Programur t.o.m. 5 inkopplingar;;programur;0,34;;;;;;;;;
20;20542010;542;10;Synkron/sekundärur i dosa t.o.m. 5 inkopplingar;;ur;0,13;;;;;;;;;
20;20543010;543;10;Synkron/sekundärur ≤400 mm, 1 fästskruv, t.o.m. 5 ink;;ur;0,19;;;;;;;;;
20;20543015;543;15;D:o >400–700 mm;;ur;0,31;;;;;;;;;
20;20543020;543;20;D:o >700–1000 mm, t.o.m. 4 fästskruv;;ur;0,59;;;;;;;;;
20;20550010;550;10;Synkron/sekundärur inkl. belysningsdel >400–700 mm;;ur;0,82;;;;;;;;;
20;20550015;550;15;D:o >700–1000 mm;;ur;1,07;;;;;;;;;
20;20553010;553;10;Enkelsidigt ur på konsol ≤400 mm, exkl. list, t.o.m. 5 ink;;ur;0,33;;;;;;;;;
20;20553015;553;15;Enkelsidigt ur på konsol ≤400 mm inkl. list;;ur;0,45;;;;;;;;;
20;20553020;553;20;Enkelsidigt ur >400–700 mm;;ur;1,03;;;;;;;;;
20;20553025;553;25;Enkelsidigt ur >700–1000 mm;;ur;1,26;;;;;;;;;
20;20561010;561;10;Dubbelsidigt ur på konsol ≤400 mm exkl. list, t.o.m. 8 ink;;ur;0,44;;;;;;;;;
20;20561015;561;15;Dubbelsidigt ur på konsol ≤400 mm inkl. list;;ur;0,55;;;;;;;;;
20;20561020;561;20;Dubbelsidigt ur >400–700 mm;;ur;1,28;;;;;;;;;
20;20561025;561;25;Dubbelsidigt ur >700–1000 mm;;ur;1,57;;;;;;;;;
20;20573010;573;10;Impulsförstärkare/relä, 6 inkopplingar;;ur;0,31;;;;;;;;;
20;20575010;575;10;Enkelsidigt ur på stolpe >400–700 mm t.o.m. 5 ink;;ur;0,72;;;;;;;;;
20;20575015;575;15;D:o >700–1000 mm;;ur;0,91;;;;;;;;;
20;20579010;579;10;Dubbelsidigt ur på stolpe >400–700 mm t.o.m. 8 ink;;ur;1;;;;;;;;;
20;20584010;584;10;Klocka/blankettstämpel, stickpropp;;ur;0,03;;;;;;;;;
20;20584015;584;15;D:o inkl. 2 inkopplingar i bef. dosa;;ur;0,06;;;;;;;;;
20;20584020;584;20;Klocka/blankettstämpel t.o.m. 5 inkopplingar;;ur;0,14;;;;;;;;;
20;20590015;590;15;Programmera ur med programstift;;stift;0,05;;;;;;;;;
20;20600010;600;10;Larmtryckknapp infälld i dosa;;apparat;0,15;;;;;;;;;
20;20600015;600;15;Larmtryckknapp utvändig inomhus;;apparat;0,17;;;;;;;;;
20;20600020;600;20;Larmtryckknapp kapslad utvändig;;apparat;0,18;;;;;;;;;
20;20603016;603;16;Ventilationsmätkammare inkl. detektor + håltagning;;apparat;0,74;;;;;;;;;
20;20603017;603;17;D:o inkl. montageplåt;;apparat;0,84;;;;;;;;;
20;20604010;604;10;Rök/värme/flamdetektor inkl. sockel (ev. fästplatta/täckring);;apparat;0,19;;;;;;;;;
20;20604015;604;15;Detektor med sockel/dosa för fuktiga lokaler;;apparat;0,25;;;;;;;;;
20;20604020;604;20;Detektor + hissanordning (2 brytringar) + anslutningsdosa;;hissanordn.;0,81;;;;;;;;;
20;20604025;604;25;Sockel inkl. ev. insats/fästplatta;;sockel;0,13;;;;;;;;;
20;20604030;604;30;Separat dosa;;dosa;0,09;;;;;;;;;
20;20604032;604;32;Indikering/summer på detektorsockel;;apparat;0,1;;;;;;;;;
20;20604035;604;35;Montera rökdetektorinsats (1 skruv/bajonett) när ej samtidigt;;insats;0,06;;;;;;;;;
20;20604040;604;40;Brandlarmsklocka/siren/blixtljus;;apparat;0,2;;;;;;;;;
20;20604042;604;42;Indikeringstablå för detektorer;;apparat;0,12;;;;;;;;;
20;20609015;609;15;Dörrhållarmagnet inkl. konsol (exkl. anslutn.);;magnet;0,23;;;;;;;;;
20;20609020;609;20;Dragplatta (magnetankare) 4 fästskruv (exkl. anslutn.);;platta;0,2;;;;;;;;;
20;20611010;611;10;Skyddskorg skruvfast;;korg;0,09;;;;;;;;;
20;20611015;611;15;Skyddskorg snäppfast;;korg;0,02;;;;;;;;;
20;20611025;611;25;Belägga detektor med Tektyl el. likn;;detektor;0,03;;;;;;;;;
20;20611035;611;35;Adressenhet;;enhet;0,34;;;;;;;;;
20;20611040;611;40;Inställa kod detektor/bibrandskåp;;enhet;0,05;;;;;;;;;
20;20613010;613;10;Montera samplingsrör ≤25 mm;;m;0,12;;;;;;;;;
20;20613012;613;12;Skarvmuff/ändtätning/rörböj inkl. limning;;st;0,08;;;;;;;;;
20;20613013;613;13;T-koppling inkl. limning;;koppling;0,12;;;;;;;;;
20;20613016;613;16;Borra första hålet i samplingsrör;;arbetsställe;0,06;;;;;;;;;
20;20613017;613;17;Tillkommande hål;;st;0,02;;;;;;;;;
20;20613018;613;18;Signera tejp/skylt för hål;;st;0,04;;;;;;;;;
20;20613030;613;30;Montera centralenhet;;enhet;0,37;;;;;;;;;
20;20613035;613;35;Montera filterbox/detektorbox;;låda;0,2;;;;;;;;;
20;20613040;613;40;Montera separat kondensflaska/ljuddämpare inkl. limning;;st;0,2;;;;;;;;;
20;20613045;613;45;Montera filter;;filter;0,1;;;;;;;;;
20;20615010;615;10;Detektor mikrovåg/infra (anpassning) exkl. anslutning;;detektor;0,79;;;;;;;;;
